,IDCliente,Produto Alacarte,Churn,NPS,Média desconto fatura 3M
10326,10327,Netflix,Sim,Detrator,16.32
10327,10328,Prime,Sim,Detrator,15.39
10328,10329,Netflix,Não,Detrator,16.32
10329,10330,MAX,Não,Promotor,28.01
10330,10331,Prime,Não,Detrator,15.63
10331,10332,MAX,Não,Promotor,12.46
10332,10333,Globoplay,Não,Promotor,12.62
10333,10334,Globoplay,Sim,Promotor,25.91
10334,10335,Prime,Não,Neutro,21.07
10335,10336,Netflix,Não,Promotor,29.3
10336,10337,Prime,Não,Promotor,27.17
10337,10338,Netflix,Não,Detrator,13.98
10338,10339,Globoplay,Sim,Detrator,18.05
10339,10340,Netflix,Sim,Promotor,18.16
10340,10341,Netflix,Não,Neutro,24.61
10341,10342,Netflix,Não,Neutro,17.1
10342,10343,Disney,Não,Promotor,10.7
10343,10344,MAX,Não,Promotor,21.81
10344,10345,MAX,Não,Promotor,12.33
10345,10346,MAX,Sim,Promotor,22.98
10346,10347,Disney,Não,Promotor,27.03
10347,10348,Netflix,Não,Promotor,20.0
10348,10349,Prime,Não,Promotor,25.63
10349,10350,Disney,Sim,Promotor,28.38
10350,10351,Netflix,Não,Promotor,20.58
10351,10352,Globoplay,Não,Detrator,19.97
10352,10353,Prime,Sim,Neutro,28.8
10353,10354,Globoplay,Sim,Promotor,25.62
10354,10355,Netflix,Não,Neutro,13.45
10355,10356,Netflix,Não,Promotor,25.03
10356,10357,Netflix,Não,Neutro,12.09
10357,10358,Disney,Não,Neutro,21.59
10358,10359,Globoplay,Não,Neutro,19.58
10359,10360,Netflix,Sim,Promotor,28.68
10360,10361,MAX,Não,Promotor,18.2
10361,10362,MAX,Não,Neutro,10.23
10362,10363,Disney,Não,Promotor,14.7
10363,10364,Netflix,Sim,Promotor,10.62
10364,10365,Netflix,Sim,Promotor,29.83
10365,10366,MAX,Não,Detrator,16.43
10366,10367,Disney,Não,Promotor,26.47
10367,10368,Globoplay,Sim,Detrator,10.79
10368,10369,MAX,Sim,Promotor,14.06
10369,10370,MAX,Sim,Promotor,17.04
10370,10371,Prime,Não,Promotor,28.26
10371,10372,Netflix,Não,Promotor,11.89
10372,10373,Prime,Sim,Promotor,14.02
10373,10374,MAX,Não,Promotor,20.36
10374,10375,Prime,Sim,Neutro,10.68
10375,10376,Netflix,Não,Detrator,26.19
10376,10377,MAX,Sim,Promotor,17.52
10377,10378,Globoplay,Sim,Promotor,18.49
10378,10379,Prime,Não,Detrator,19.26
10379,10380,Disney,Não,Promotor,27.49
10380,10381,Prime,Não,Detrator,14.58
10381,10382,Netflix,Não,Neutro,28.74
10382,10383,Netflix,Não,Promotor,18.73
10383,10384,MAX,Não,Promotor,10.95
10384,10385,MAX,Não,Promotor,18.99
10385,10386,Netflix,Não,Neutro,18.1
10386,10387,Globoplay,Não,Neutro,19.13
10387,10388,Prime,Sim,Neutro,20.59
10388,10389,Netflix,Não,Promotor,20.78
10389,10390,Netflix,Sim,Promotor,23.29
10390,10391,Disney,Não,Neutro,22.15
10391,10392,Globoplay,Não,Promotor,25.99
10392,10393,Disney,Não,Detrator,17.07
10393,10394,Globoplay,Não,Promotor,14.46
10394,10395,Disney,Não,Promotor,27.89
10395,10396,Netflix,Não,Promotor,27.02
10396,10397,MAX,Sim,Promotor,20.62
10397,10398,Prime,Não,Promotor,17.24
10398,10399,Prime,Não,Detrator,26.61
10399,10400,Prime,Não,Promotor,23.7
10400,10401,Netflix,Não,Detrator,26.81
10401,10402,Netflix,Não,Detrator,29.09
10402,10403,Prime,Não,Promotor,24.27
10403,10404,Globoplay,Sim,Promotor,16.81
10404,10405,Prime,Sim,Promotor,29.09
10405,10406,Prime,Não,Neutro,13.93
10406,10407,Prime,Não,Promotor,20.17
10407,10408,Prime,Não,Neutro,13.36
10408,10409,Netflix,Não,Promotor,25.55
10409,10410,Prime,Não,Promotor,17.92
10410,10411,Globoplay,Não,Promotor,16.84
10411,10412,Netflix,Não,Neutro,29.82
10412,10413,Prime,Não,Promotor,23.59
10413,10414,MAX,Não,Promotor,25.81
10414,10415,Disney,Sim,Detrator,19.77
10415,10416,Globoplay,Sim,Promotor,16.69
10416,10417,Netflix,Sim,Promotor,14.4
10417,10418,Globoplay,Não,Promotor,23.17
10418,10419,Globoplay,Sim,Detrator,26.94
10419,10420,MAX,Não,Promotor,27.91
10420,10421,Netflix,Não,Promotor,10.16
10421,10422,Netflix,Sim,Promotor,23.87
10422,10423,Globoplay,Não,Detrator,29.09
10423,10424,Netflix,Não,Promotor,14.94
10424,10425,MAX,Não,Promotor,15.02
10425,10426,Netflix,Sim,Promotor,12.12
10426,10427,Prime,Não,Promotor,17.27
10427,10428,Prime,Não,Promotor,21.89
10428,10429,MAX,Não,Promotor,20.38
10429,10430,Disney,Não,Detrator,21.06
10430,10431,MAX,Não,Neutro,27.39
10431,10432,Disney,Sim,Promotor,25.38
10432,10433,Globoplay,Não,Detrator,15.17
10433,10434,Prime,Sim,Neutro,25.11
10434,10435,Disney,Não,Detrator,19.52
10435,10436,Disney,Sim,Promotor,13.41
10436,10437,Netflix,Não,Promotor,19.95
10437,10438,Prime,Não,Neutro,17.08
10438,10439,Globoplay,Sim,Detrator,28.66
10439,10440,Netflix,Não,Neutro,24.91
10440,10441,MAX,Não,Promotor,14.94
10441,10442,Prime,Não,Neutro,12.7
10442,10443,MAX,Sim,Detrator,25.17
10443,10444,Globoplay,Não,Neutro,17.46
10444,10445,Disney,Não,Promotor,26.94
10445,10446,Disney,Não,Promotor,22.5
10446,10447,Prime,Não,Neutro,23.57
10447,10448,MAX,Não,Detrator,11.75
10448,10449,MAX,Não,Detrator,12.11
10449,10450,MAX,Não,Promotor,21.55
10450,10451,MAX,Não,Detrator,20.51
10451,10452,Disney,Sim,Neutro,21.73
10452,10453,Prime,Não,Promotor,11.15
10453,10454,Disney,Sim,Neutro,13.04
10454,10455,MAX,Sim,Promotor,27.66
10455,10456,MAX,Sim,Promotor,20.86
10456,10457,Globoplay,Não,Promotor,26.3
10457,10458,Globoplay,Não,Detrator,10.66
10458,10459,MAX,Sim,Detrator,16.77
10459,10460,Prime,Não,Detrator,21.12
10460,10461,Disney,Não,Detrator,24.14
10461,10462,Prime,Não,Neutro,15.29
10462,10463,Disney,Sim,Neutro,19.9
10463,10464,Netflix,Sim,Promotor,29.61
10464,10465,Disney,Não,Detrator,23.5
10465,10466,MAX,Sim,Detrator,11.29
10466,10467,Globoplay,Não,Detrator,17.28
10467,10468,Netflix,Não,Neutro,11.67
10468,10469,Globoplay,Não,Promotor,26.22
10469,10470,MAX,Não,Promotor,10.18
10470,10471,Disney,Sim,Promotor,11.14
10471,10472,MAX,Não,Detrator,11.19
10472,10473,Disney,Não,Promotor,22.4
10473,10474,Globoplay,Não,Neutro,25.44
10474,10475,Globoplay,Não,Neutro,18.93
10475,10476,MAX,Sim,Neutro,13.17
10476,10477,Netflix,Não,Promotor,22.85
10477,10478,Disney,Não,Promotor,20.35
10478,10479,MAX,Não,Neutro,24.0
10479,10480,Netflix,Não,Detrator,25.51
10480,10481,Globoplay,Não,Detrator,16.57
10481,10482,MAX,Não,Promotor,22.69
10482,10483,MAX,Não,Neutro,23.71
10483,10484,Disney,Sim,Promotor,17.83
10484,10485,Netflix,Sim,Promotor,13.74
10485,10486,Netflix,Sim,Neutro,29.34
10486,10487,Globoplay,Não,Neutro,22.46
10487,10488,Prime,Sim,Neutro,19.2
10488,10489,MAX,Não,Detrator,12.81
10489,10490,MAX,Não,Detrator,14.36
10490,10491,Disney,Não,Detrator,15.46
10491,10492,MAX,Não,Promotor,14.47
10492,10493,MAX,Não,Neutro,22.91
10493,10494,MAX,Não,Promotor,21.22
10494,10495,Disney,Não,Neutro,28.41
10495,10496,MAX,Não,Promotor,13.49
10496,10497,MAX,Não,Promotor,12.36
10497,10498,Globoplay,Não,Detrator,14.44
10498,10499,Prime,Não,Promotor,29.59
10499,10500,Prime,Sim,Promotor,18.16
10500,10501,Netflix,Não,Detrator,17.95
10501,10502,Disney,Não,Detrator,12.94
10502,10503,Netflix,Não,Promotor,19.02
10503,10504,MAX,Não,Neutro,21.95
10504,10505,Disney,Não,Promotor,28.5
10505,10506,Netflix,Sim,Promotor,21.5
10506,10507,Netflix,Não,Promotor,10.72
10507,10508,Globoplay,Sim,Promotor,25.56
10508,10509,Globoplay,Não,Detrator,21.14
10509,10510,Disney,Não,Promotor,10.02
10510,10511,Netflix,Sim,Promotor,12.12
10511,10512,Disney,Sim,Promotor,17.68
10512,10513,Prime,Sim,Detrator,20.55
10513,10514,Netflix,Não,Neutro,17.77
10514,10515,Netflix,Sim,Detrator,22.12
10515,10516,MAX,Não,Promotor,14.43
10516,10517,Globoplay,Sim,Promotor,24.32
10517,10518,Disney,Não,Promotor,17.02
10518,10519,Disney,Não,Promotor,29.66
10519,10520,Disney,Não,Detrator,21.66
10520,10521,MAX,Não,Promotor,14.74
10521,10522,Disney,Sim,Promotor,14.74
10522,10523,Prime,Não,Neutro,23.37
10523,10524,Netflix,Não,Neutro,21.39
10524,10525,Prime,Sim,Neutro,15.54
10525,10526,Disney,Sim,Detrator,14.54
10526,10527,Netflix,Não,Detrator,12.54
10527,10528,Globoplay,Sim,Detrator,17.92
10528,10529,MAX,Não,Promotor,18.68
10529,10530,Prime,Não,Promotor,26.3
10530,10531,Netflix,Não,Detrator,28.93
10531,10532,Prime,Não,Neutro,20.2
10532,10533,Netflix,Sim,Promotor,22.83
10533,10534,Globoplay,Não,Detrator,19.04
10534,10535,MAX,Não,Neutro,26.68
10535,10536,Disney,Não,Neutro,23.68
10536,10537,Disney,Não,Promotor,14.03
10537,10538,Disney,Não,Detrator,29.94
10538,10539,Disney,Não,Neutro,23.51
10539,10540,MAX,Não,Promotor,23.46
10540,10541,Globoplay,Sim,Neutro,16.19
10541,10542,Disney,Não,Detrator,21.96
10542,10543,Netflix,Não,Promotor,26.18
10543,10544,Globoplay,Sim,Neutro,27.87
10544,10545,Netflix,Não,Neutro,19.24
10545,10546,Disney,Não,Neutro,11.89
10546,10547,Netflix,Sim,Promotor,20.98
10547,10548,Disney,Sim,Neutro,22.64
10548,10549,Netflix,Não,Neutro,29.22
10549,10550,Disney,Não,Detrator,24.2
10550,10551,Prime,Não,Promotor,10.52
10551,10552,Netflix,Sim,Promotor,17.66
10552,10553,Disney,Não,Detrator,18.48
10553,10554,Globoplay,Não,Promotor,26.2
10554,10555,Disney,Não,Detrator,14.16
10555,10556,Netflix,Não,Promotor,10.55
10556,10557,Prime,Sim,Detrator,24.53
10557,10558,Prime,Não,Detrator,25.14
10558,10559,Disney,Sim,Promotor,26.95
10559,10560,MAX,Não,Neutro,16.72
10560,10561,Disney,Não,Detrator,12.33
10561,10562,Prime,Não,Promotor,19.55
10562,10563,Disney,Não,Detrator,16.07
10563,10564,Netflix,Não,Detrator,15.15
10564,10565,MAX,Sim,Neutro,25.07
10565,10566,Globoplay,Não,Detrator,12.5
10566,10567,Disney,Não,Detrator,14.34
10567,10568,MAX,Não,Neutro,23.0
10568,10569,Disney,Sim,Promotor,12.55
10569,10570,Netflix,Não,Detrator,15.88
10570,10571,MAX,Não,Detrator,21.43
10571,10572,Prime,Sim,Detrator,17.97
10572,10573,Disney,Não,Promotor,27.31
10573,10574,MAX,Não,Detrator,13.99
10574,10575,Prime,Não,Promotor,10.05
10575,10576,Disney,Sim,Promotor,17.56
10576,10577,Disney,Não,Neutro,16.82
10577,10578,Globoplay,Não,Detrator,27.02
10578,10579,Netflix,Não,Promotor,27.66
10579,10580,MAX,Não,Promotor,25.38
10580,10581,Netflix,Não,Promotor,12.53
10581,10582,Disney,Não,Promotor,25.03
10582,10583,Prime,Não,Promotor,23.57
10583,10584,Globoplay,Não,Neutro,17.63
10584,10585,Globoplay,Não,Promotor,25.28
10585,10586,MAX,Não,Promotor,10.54
10586,10587,MAX,Não,Neutro,17.52
10587,10588,Disney,Sim,Promotor,12.34
10588,10589,Globoplay,Não,Detrator,17.62
10589,10590,Globoplay,Não,Promotor,23.13
10590,10591,Disney,Não,Neutro,10.63
10591,10592,Disney,Sim,Promotor,24.79
10592,10593,Prime,Não,Promotor,23.26
10593,10594,Prime,Não,Promotor,23.74
10594,10595,Prime,Sim,Promotor,25.48
10595,10596,Netflix,Não,Detrator,21.18
10596,10597,Disney,Não,Promotor,15.5
10597,10598,Disney,Sim,Neutro,19.3
10598,10599,Netflix,Não,Promotor,21.05
10599,10600,Globoplay,Não,Promotor,25.14
10600,10601,Netflix,Não,Promotor,16.67
10601,10602,Prime,Não,Promotor,17.96
10602,10603,Disney,Não,Promotor,22.3
10603,10604,Netflix,Não,Detrator,21.57
10604,10605,Disney,Não,Promotor,25.16
10605,10606,Globoplay,Não,Promotor,10.76
10606,10607,Prime,Sim,Neutro,25.79
10607,10608,Globoplay,Não,Neutro,16.0
10608,10609,Netflix,Sim,Detrator,18.78
10609,10610,Netflix,Não,Promotor,12.44
10610,10611,Disney,Sim,Neutro,28.6
10611,10612,Netflix,Não,Neutro,20.07
10612,10613,Disney,Não,Detrator,21.33
10613,10614,Globoplay,Não,Detrator,18.02
10614,10615,Prime,Não,Detrator,29.97
10615,10616,Netflix,Não,Detrator,13.58
10616,10617,MAX,Não,Detrator,27.91
10617,10618,Netflix,Não,Neutro,29.26
10618,10619,Netflix,Não,Neutro,21.93
10619,10620,Prime,Não,Neutro,17.48
10620,10621,Netflix,Sim,Detrator,11.71
10621,10622,Netflix,Sim,Promotor,22.44
10622,10623,Globoplay,Não,Promotor,27.06
10623,10624,Netflix,Não,Detrator,17.25
10624,10625,MAX,Sim,Detrator,10.65
10625,10626,Netflix,Não,Neutro,25.52
10626,10627,Netflix,Sim,Promotor,23.15
10627,10628,Disney,Não,Neutro,27.65
10628,10629,Disney,Sim,Promotor,19.96
10629,10630,Prime,Não,Promotor,19.87
10630,10631,Prime,Não,Neutro,29.91
10631,10632,Globoplay,Não,Neutro,14.9
10632,10633,Prime,Não,Promotor,18.99
10633,10634,Disney,Sim,Promotor,28.8
10634,10635,Globoplay,Não,Promotor,27.41
10635,10636,Disney,Não,Promotor,29.37
10636,10637,Prime,Não,Neutro,27.95
10637,10638,Disney,Não,Detrator,20.58
10638,10639,Disney,Sim,Neutro,19.87
10639,10640,Prime,Não,Promotor,21.24
10640,10641,MAX,Sim,Detrator,19.62
10641,10642,Netflix,Sim,Promotor,17.15
10642,10643,Globoplay,Não,Promotor,27.04
10643,10644,MAX,Sim,Promotor,11.5
10644,10645,Disney,Não,Promotor,15.24
10645,10646,MAX,Sim,Detrator,25.0
10646,10647,Globoplay,Sim,Detrator,28.02
10647,10648,Prime,Não,Detrator,12.06
10648,10649,Netflix,Não,Promotor,27.21
10649,10650,Prime,Sim,Promotor,24.98
10650,10651,Disney,Não,Detrator,24.77
10651,10652,MAX,Não,Promotor,21.66
10652,10653,Globoplay,Sim,Neutro,19.27
10653,10654,MAX,Não,Detrator,14.38
10654,10655,Globoplay,Não,Detrator,12.05
10655,10656,Prime,Não,Promotor,28.31
10656,10657,Prime,Sim,Promotor,27.1
10657,10658,Netflix,Sim,Promotor,22.25
10658,10659,MAX,Sim,Promotor,22.68
10659,10660,Globoplay,Sim,Detrator,16.09
10660,10661,MAX,Sim,Neutro,23.48
10661,10662,MAX,Não,Neutro,13.92
10662,10663,Disney,Não,Promotor,15.7
10663,10664,Netflix,Não,Detrator,14.19
10664,10665,Globoplay,Sim,Promotor,17.01
10665,10666,Disney,Sim,Detrator,15.21
10666,10667,Disney,Sim,Promotor,22.52
10667,10668,Netflix,Sim,Detrator,26.13
10668,10669,Disney,Não,Detrator,13.91
10669,10670,Globoplay,Não,Promotor,18.43
10670,10671,Netflix,Não,Neutro,19.8
10671,10672,Disney,Sim,Detrator,10.49
10672,10673,MAX,Não,Neutro,21.24
10673,10674,Prime,Não,Promotor,14.58
10674,10675,Netflix,Não,Promotor,23.49
10675,10676,MAX,Não,Detrator,25.54
10676,10677,Globoplay,Sim,Neutro,18.57
10677,10678,Disney,Sim,Promotor,17.79
10678,10679,Prime,Sim,Promotor,27.33
10679,10680,Prime,Não,Detrator,22.03
10680,10681,Globoplay,Sim,Promotor,10.36
10681,10682,Disney,Sim,Neutro,17.28
10682,10683,MAX,Sim,Detrator,19.7
10683,10684,Globoplay,Não,Promotor,27.32
10684,10685,Netflix,Não,Promotor,11.98
10685,10686,Prime,Não,Promotor,28.65
10686,10687,MAX,Não,Promotor,29.11
10687,10688,Prime,Não,Promotor,28.61
10688,10689,Disney,Sim,Neutro,13.56
10689,10690,Disney,Sim,Detrator,26.43
10690,10691,Disney,Não,Neutro,25.11
10691,10692,Prime,Não,Promotor,21.56
10692,10693,Globoplay,Sim,Detrator,13.75
10693,10694,MAX,Sim,Detrator,17.09
10694,10695,Globoplay,Não,Neutro,17.1
10695,10696,Netflix,Não,Detrator,28.67
10696,10697,MAX,Não,Neutro,20.78
10697,10698,Netflix,Sim,Promotor,14.26
10698,10699,Globoplay,Não,Promotor,12.31
10699,10700,MAX,Não,Detrator,14.34
10700,10701,Disney,Sim,Promotor,17.0
10701,10702,Netflix,Não,Detrator,12.35
10702,10703,Disney,Sim,Promotor,14.27
10703,10704,Disney,Não,Neutro,20.09
10704,10705,Disney,Sim,Promotor,13.03
10705,10706,Prime,Não,Neutro,16.28
10706,10707,Netflix,Sim,Detrator,17.93
10707,10708,Disney,Não,Promotor,11.38
10708,10709,Globoplay,Não,Detrator,25.87
10709,10710,Disney,Não,Promotor,20.49
10710,10711,Netflix,Não,Promotor,18.81
10711,10712,Prime,Não,Promotor,29.79
10712,10713,Prime,Não,Promotor,11.81
10713,10714,MAX,Sim,Promotor,16.6
10714,10715,Netflix,Não,Promotor,26.95
10715,10716,Disney,Não,Promotor,21.88
10716,10717,Netflix,Sim,Neutro,23.67
10717,10718,Disney,Não,Detrator,15.23
10718,10719,MAX,Não,Promotor,27.87
10719,10720,Globoplay,Sim,Neutro,27.39
10720,10721,Globoplay,Sim,Promotor,28.3
10721,10722,Disney,Não,Promotor,21.98
10722,10723,Prime,Sim,Promotor,25.64
10723,10724,MAX,Não,Detrator,24.23
10724,10725,Disney,Não,Promotor,20.1
10725,10726,Netflix,Não,Neutro,17.8
10726,10727,Prime,Não,Detrator,27.92
10727,10728,MAX,Não,Neutro,22.01
10728,10729,Prime,Não,Neutro,16.33
10729,10730,Prime,Não,Promotor,24.87
10730,10731,Prime,Não,Neutro,28.24
10731,10732,Globoplay,Não,Neutro,14.73
10732,10733,Netflix,Não,Neutro,15.55
10733,10734,MAX,Não,Neutro,15.92
10734,10735,Disney,Não,Promotor,23.44
10735,10736,MAX,Não,Neutro,24.39
10736,10737,Prime,Sim,Promotor,21.06
10737,10738,Globoplay,Não,Promotor,19.92
10738,10739,Prime,Não,Promotor,15.94
10739,10740,Prime,Não,Neutro,17.45
10740,10741,Prime,Não,Promotor,23.31
10741,10742,Disney,Sim,Detrator,13.88
10742,10743,Globoplay,Não,Detrator,18.55
10743,10744,Prime,Não,Promotor,12.03
10744,10745,Globoplay,Não,Detrator,26.92
10745,10746,MAX,Não,Detrator,13.8
10746,10747,Disney,Não,Promotor,23.14
10747,10748,Globoplay,Sim,Promotor,29.94
10748,10749,Netflix,Não,Neutro,15.82
10749,10750,Prime,Não,Neutro,20.22
10750,10751,Prime,Sim,Detrator,24.53
10751,10752,Disney,Sim,Detrator,20.26
10752,10753,Prime,Não,Detrator,10.63
10753,10754,MAX,Não,Promotor,11.28
10754,10755,Prime,Não,Detrator,19.98
10755,10756,MAX,Não,Promotor,12.07
10756,10757,Netflix,Não,Neutro,23.4
10757,10758,Prime,Não,Detrator,20.63
10758,10759,MAX,Não,Promotor,27.97
10759,10760,Netflix,Não,Neutro,18.98
10760,10761,Prime,Sim,Promotor,12.07
10761,10762,Prime,Não,Promotor,17.49
10762,10763,MAX,Não,Promotor,20.82
10763,10764,Disney,Não,Detrator,27.41
10764,10765,Disney,Não,Detrator,20.62
10765,10766,Prime,Não,Promotor,24.64
10766,10767,Netflix,Sim,Promotor,12.89
10767,10768,Disney,Não,Promotor,26.79
10768,10769,Globoplay,Não,Promotor,24.34
10769,10770,Prime,Não,Detrator,12.91
10770,10771,Disney,Não,Promotor,13.82
10771,10772,Globoplay,Não,Promotor,14.22
10772,10773,MAX,Não,Promotor,25.99
10773,10774,Globoplay,Sim,Promotor,23.97
10774,10775,Netflix,Sim,Promotor,17.86
10775,10776,Prime,Não,Neutro,19.34
10776,10777,Netflix,Não,Detrator,29.17
10777,10778,Globoplay,Sim,Promotor,25.65
10778,10779,MAX,Não,Promotor,28.32
10779,10780,Netflix,Sim,Detrator,21.45
10780,10781,Disney,Sim,Detrator,23.62
10781,10782,Prime,Não,Neutro,18.53
10782,10783,Disney,Sim,Promotor,13.22
10783,10784,MAX,Sim,Promotor,24.12
10784,10785,Globoplay,Não,Neutro,20.95
10785,10786,Netflix,Sim,Promotor,15.34
10786,10787,Netflix,Não,Promotor,17.22
10787,10788,Disney,Sim,Neutro,28.54
10788,10789,MAX,Não,Promotor,25.85
10789,10790,Disney,Não,Promotor,19.07
10790,10791,Disney,Não,Promotor,22.05
10791,10792,Globoplay,Não,Promotor,13.59
10792,10793,MAX,Sim,Promotor,11.95
10793,10794,MAX,Sim,Promotor,12.59
10794,10795,Disney,Não,Promotor,13.5
10795,10796,Netflix,Não,Detrator,23.79
10796,10797,Disney,Não,Detrator,27.27
10797,10798,Disney,Não,Neutro,23.44
10798,10799,Globoplay,Sim,Promotor,12.58
10799,10800,Prime,Não,Promotor,20.92
10800,10801,Prime,Não,Promotor,16.65
10801,10802,Netflix,Não,Promotor,24.26
10802,10803,Globoplay,Não,Detrator,16.21
10803,10804,Disney,Não,Promotor,29.74
10804,10805,Prime,Sim,Promotor,10.14
10805,10806,MAX,Não,Detrator,21.95
10806,10807,MAX,Não,Detrator,22.93
10807,10808,Netflix,Sim,Neutro,17.13
10808,10809,Disney,Não,Promotor,19.12
10809,10810,Netflix,Não,Promotor,20.54
10810,10811,Globoplay,Não,Promotor,17.19
10811,10812,Prime,Sim,Promotor,23.17
10812,10813,Globoplay,Sim,Detrator,25.85
10813,10814,Prime,Não,Promotor,26.48
10814,10815,Globoplay,Não,Neutro,17.81
10815,10816,MAX,Não,Promotor,24.43
10816,10817,Globoplay,Sim,Promotor,22.0
10817,10818,MAX,Sim,Promotor,22.23
10818,10819,MAX,Não,Promotor,24.02
10819,10820,Prime,Não,Detrator,25.1
10820,10821,Disney,Não,Promotor,23.39
10821,10822,Prime,Não,Detrator,29.67
10822,10823,Prime,Sim,Promotor,29.52
10823,10824,Prime,Sim,Detrator,24.65
10824,10825,Prime,Sim,Detrator,14.91
10825,10826,Prime,Não,Promotor,19.51
10826,10827,MAX,Sim,Promotor,11.66
10827,10828,Disney,Não,Neutro,19.26
10828,10829,Disney,Sim,Neutro,17.06
10829,10830,Netflix,Não,Neutro,28.36
10830,10831,Globoplay,Não,Promotor,19.95
10831,10832,MAX,Sim,Promotor,11.96
10832,10833,Prime,Não,Promotor,22.61
10833,10834,Prime,Não,Detrator,22.0
10834,10835,Globoplay,Não,Detrator,23.33
10835,10836,MAX,Não,Promotor,10.4
10836,10837,Disney,Não,Promotor,18.6
10837,10838,Netflix,Não,Promotor,29.54
10838,10839,Disney,Não,Promotor,26.1
10839,10840,Globoplay,Não,Neutro,29.53
10840,10841,Globoplay,Sim,Detrator,11.31
10841,10842,Disney,Sim,Detrator,13.95
10842,10843,Globoplay,Não,Detrator,18.94
10843,10844,MAX,Não,Promotor,23.88
10844,10845,Disney,Sim,Promotor,27.49
10845,10846,MAX,Não,Promotor,25.55
10846,10847,Prime,Sim,Promotor,16.93
10847,10848,Netflix,Não,Promotor,27.23
10848,10849,Netflix,Não,Neutro,15.43
10849,10850,Netflix,Não,Promotor,29.44
10850,10851,MAX,Não,Promotor,26.05
10851,10852,Prime,Não,Detrator,12.06
10852,10853,Prime,Não,Promotor,12.47
10853,10854,MAX,Sim,Promotor,10.01
10854,10855,Disney,Não,Detrator,23.17
10855,10856,Globoplay,Não,Detrator,27.86
10856,10857,MAX,Não,Neutro,19.03
10857,10858,Disney,Sim,Neutro,17.74
10858,10859,MAX,Não,Promotor,25.07
10859,10860,Globoplay,Não,Promotor,26.96
10860,10861,Prime,Não,Promotor,26.09
10861,10862,Prime,Não,Detrator,12.13
10862,10863,MAX,Sim,Promotor,10.29
10863,10864,Prime,Não,Neutro,26.36
10864,10865,Netflix,Não,Promotor,21.27
10865,10866,Disney,Sim,Promotor,25.63
10866,10867,Prime,Não,Neutro,13.91
10867,10868,Disney,Não,Neutro,18.92
10868,10869,Prime,Não,Promotor,27.41
10869,10870,Netflix,Não,Detrator,24.05
10870,10871,Globoplay,Não,Promotor,10.07
10871,10872,Globoplay,Não,Detrator,25.8
10872,10873,Globoplay,Não,Promotor,24.25
10873,10874,Globoplay,Não,Promotor,26.39
10874,10875,Globoplay,Sim,Detrator,17.55
10875,10876,Netflix,Sim,Neutro,28.69
10876,10877,Netflix,Não,Neutro,28.97
10877,10878,Netflix,Não,Detrator,13.64
10878,10879,Globoplay,Não,Neutro,20.64
10879,10880,Globoplay,Não,Neutro,28.31
10880,10881,Disney,Sim,Neutro,15.73
10881,10882,Disney,Sim,Detrator,22.24
